,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,labels
0,1.1034695773349767,-0.9639661568501638,-0.14578633901639615,0.7906040020524207,-0.5669077104466346,0.5831124003559843,2
1,-0.4774302957056232,-1.1592399869887058,0.8458401960170877,-0.027228285193659885,-0.5811773954764062,-3.413692273653118,1
2,-0.4235211993133976,-0.566122534417979,-0.10514438765241851,1.0480536832484377,0.8804483076247294,0.08880509881419223,2
3,-0.5508328322787666,-0.502998886522437,-0.7651569756608455,0.503914698596212,0.4421725292623766,1.1775336825314402,2
4,-0.4521971220968383,-1.0060436680264147,0.5000903781624648,1.1478130006021559,0.06818000691832428,0.0959404179267055,2
5,-0.4503290313965805,-0.37129736205126224,-0.792050338309163,1.206207838243439,-0.8453427486185597,-0.31997629536003747,2
6,-0.29631163185072534,0.7471564726621935,-0.19428455714403994,-0.402580490843266,-0.19404567884801463,0.43683520263419473,4
7,-0.6030923988244107,-0.21176903619070223,-0.41934515501165814,-2.641272368761401,0.49489007658403505,0.7317625094183897,3
8,-0.3371076913740409,0.9255387398839094,-0.5759606491713886,-0.5611847838080014,-0.39938008025504224,-0.4442176694912562,4
9,-0.455623842169873,1.9402177841877892,-0.9714423775057675,-0.1854069814734598,-1.0009679454825198,-0.332859835830798,4
10,-0.42202669480614924,0.7315485956524443,1.0878950894679034,0.9999859249103,-1.1654721485911157,0.6812016935076362,4
11,-0.4029921101482919,-0.9807549654256648,2.5783114938131946,2.0590471682182265,0.7945092589131777,1.0424323803177675,2
12,-0.5036636043774028,1.4531360882178956,0.6583969106439131,0.5485231922119984,0.9701309324515827,0.13820781546673547,4
13,-0.44712497819902797,0.5513760485728939,0.9859563862556576,-0.2841150856089886,-2.829582432717262,0.19458713084262064,4
14,3.9606048662135276,0.10733073954413178,0.856507268938002,-0.055512479498279525,-0.6442158880974022,-0.46228990433605965,0
15,0.7076262066847008,-0.16554151362757272,-0.09875146694571217,-0.6561313413097473,0.07100566108307114,2.236381960969532,3
16,-0.05019271833469634,1.7456666089620618,0.37894289139108606,0.3727201513803508,1.2200897274531228,1.0968798057292855,4
17,0.012507816514500699,-0.18967198252001255,-0.22630955147612375,-0.049607474545394575,-1.644347537945233,-0.38065072936413485,4
18,-0.4804079662824819,-1.6823086953150892,-0.4424068621009361,0.019479456512321167,1.9354993310977044,-0.38730054556074933,2
19,-0.5405805267884538,-0.17176491113531872,-1.8048753567583924,0.3178081947244121,-0.6031998822868533,0.6803815772053109,2
20,-0.43262454966985314,0.9126508029221936,-0.2917187488542386,0.05172602059036211,0.13629193457462493,0.6300970775456538,4
21,0.18492623325089533,0.9454088663621776,-0.3315700623937338,-0.2922156306883817,0.003328743854687807,-0.16436722669962345,4
22,-0.5393173290280562,-1.4006442305268985,2.3454647894198977,-3.1445131261229156,-0.010197960040824725,0.7846937939867143,3
23,-0.4131323922301885,-0.7790348818011713,0.28171433980896776,0.4922326971860426,-1.0656439219955367,-0.43866610438492243,2
24,-0.4634213193700045,2.2484548978306274,1.3710852978376795,-0.1615713164526551,1.8912827519394402,-2.0090119231106995,1
25,1.532279915203729,-0.34672931877007046,-1.0208265746510086,0.2838954832583267,0.9517793896220088,-0.15065493450209416,2
26,-0.32918789765677653,-0.5308429749160295,-1.4124915183560272,0.10312183040681124,0.24487155968231467,-0.2840205479884722,2
27,-0.505881583717898,-0.9270180240768987,-1.0561072895465677,-0.08397121840744373,0.385844523322322,-0.4744171852935961,2
28,2.383306301054692,0.14777617900597861,-0.3941982683400188,-0.43374306854010153,0.7938301433210706,-0.35831770796929,0
29,-0.30772120063748504,-0.5005126946419047,-0.8417785628614175,-0.9660796908881214,0.2663264530968119,-0.9784096637073112,2
